,Customer_ID,Name,Age,Gender,Email,Phone,Salary,Purchase_History,Signup_Date,Membership_Level,Feedback
1100,3866,Eve,35.0,Male,user501@gmail.com,+234804425623,100000.0,10,2018-01-05,Platinum,Average
1104,9340,Charlie,25.0,Male,user3738@gmail.com,+234801919484,50000.0,0,2018-01-09,Bronze,Good
1114,5853,Hannah,30.0,Female,user108@gmail.com,+234807126125,404993.47896967723,17,2018-01-19,Bronze,Good
1129,3343,Eve,50.0,Male,user283@gmail.com,+234804862012,100000.0,16,2018-02-03,Platinum,Good
1140,4549,David,60.0,Male,user4997@gmail.com,+234802826284,50000.0,4,2018-02-14,Platinum,Good
1142,8009,Charlie,30.0,Male,user2171@gmail.com,Invalid,30000.0,19,2018-02-16,Silver,Bad
1155,1338,Eve,30.0,Male,user2741@gmail.com,+234808862979,1000000.0,11,2018-03-01,VIP,Bad
1161,8119,Frank,60.0,Female,user3795@gmail.com,+234801752854,404993.47896967723,16,2018-03-07,Gold,Good
1174,8124,Frank,40.0,Male,user2763@gmail.com,+234807059031,50000.0,12,2018-03-20,Platinum,Good
1180,5232,David,25.0,Female,user2080@gmail.com,+234804985906,1000000.0,6,2018-03-26,VIP,Good
1181,9007,David,50.0,Male,user4664@gmail.com,+234807975541,404993.47896967723,5,2018-03-27,Gold,Average
1186,6085,Grace,18.0,Male,user135@gmail.com,+234807411776,70000.0,9,2018-04-01,Bronze,Excellent
1189,5497,Eve,30.0,Male,user1571@gmail.com,+234803484174,50000.0,10,2018-04-04,Bronze,Bad
1196,8138,Frank,18.0,Male,user348@gmail.com,+234802930270,70000.0,0,2018-04-11,Bronze,Good
1197,3667,Frank,50.0,Female,user1604@gmail.com,+234809471849,150000.0,3,2018-04-12,Platinum,Excellent
1199,1130,Frank,30.0,Female,user4384@gmail.com,+234807945836,30000.0,1,2018-04-14,Silver,Good
1202,8126,Frank,30.0,Female,user3239@gmail.com,+234803673852,404993.47896967723,19,2018-04-17,Platinum,Poor
1204,8694,Hannah,30.0,Female,user1750@gmail.com,+234806522278,1000000.0,17,2018-04-19,Gold,Excellent
1207,1920,Bob,40.0,Male,user972@gmail.com,Invalid,150000.0,0,2018-04-22,Silver,Poor
1209,9684,Alice,40.0,Male,user2240@gmail.com,+234806701903,1000000.0,6,2018-04-24,VIP,Average
1213,1545,Hannah,18.0,Female,user2229@gmail.com,+234809034883,50000.0,16,2018-04-28,Platinum,Bad
1215,4810,Eve,18.0,Male,user2343@gmail.com,Invalid,150000.0,12,2018-04-30,Bronze,Average
1221,2771,David,50.0,Female,user3024@gmail.com,+234807656834,50000.0,18,2018-05-06,VIP,Average
1224,1920,Alice,18.0,Female,user687@gmail.com,+234803641809,50000.0,6,2018-05-09,Bronze,Good
1232,3033,Hannah,50.0,Male,user1882@gmail.com,+234801679607,100000.0,11,2018-05-17,VIP,Bad
1233,7467,Eve,40.0,Male,user1089@gmail.com,+234806107406,70000.0,12,2018-05-18,Gold,Average
1234,1145,Hannah,22.0,Female,user2022@gmail.com,+234809677249,30000.0,12,2018-05-19,VIP,Average
1244,2828,Hannah,30.0,Male,user916@gmail.com,+234803735815,30000.0,10,2018-05-29,VIP,Excellent
1246,1806,David,60.0,Female,user3838@gmail.com,+234808761009,30000.0,5,2018-05-31,Gold,Excellent
1249,2868,Charlie,22.0,Male,user4916@gmail.com,+234809800979,70000.0,4,2018-06-03,Bronze,Good
1260,7402,Charlie,18.0,Female,user1996@gmail.com,+234801135318,100000.0,16,2018-06-14,Platinum,Poor
1265,1726,Frank,60.0,Female,user2341@gmail.com,+234803542991,1000000.0,3,2018-06-19,Gold,Good
1267,2913,Hannah,30.0,Female,user2739@gmail.com,+234808745700,30000.0,8,2018-06-21,Bronze,Poor
1271,9194,David,25.0,Female,user1739@gmail.com,+234801774712,150000.0,12,2018-06-25,Gold,Excellent
1274,8287,Eve,25.0,Male,user163@gmail.com,+234807281803,1000000.0,3,2018-06-28,VIP,Good
1276,5675,Grace,60.0,Male,user2071@gmail.com,+234804684473,1000000.0,12,2018-06-30,VIP,Good
1278,2380,Hannah,40.0,Female,user3080@gmail.com,+234808822050,100000.0,14,2018-07-02,Silver,Excellent
1280,2640,Frank,30.0,Female,user763@gmail.com,+234801031205,50000.0,9,2018-07-04,Platinum,Excellent
1292,9228,Bob,60.0,Male,user3564@gmail.com,Invalid,70000.0,16,2018-07-16,VIP,Bad
1294,9987,Charlie,18.0,Male,user336@gmail.com,+234806517600,100000.0,17,2018-07-18,Silver,Average
1298,1317,Charlie,50.0,Female,user1778@gmail.com,+234805870026,1000000.0,12,2018-07-22,Gold,Average
1299,3396,Bob,30.0,Female,user2462@gmail.com,+234802778489,100000.0,15,2018-07-23,VIP,Excellent
1303,7183,Hannah,60.0,Female,user3506@gmail.com,+234802014306,50000.0,19,2018-07-27,Platinum,Average
1309,4239,Grace,60.0,Female,user386@gmail.com,+234801583264,404993.47896967723,15,2018-08-02,VIP,Bad
1313,1362,Alice,30.0,Female,user1713@gmail.com,+234809421250,30000.0,14,2018-08-06,VIP,Good
1323,8561,David,22.0,Female,user4635@gmail.com,+234808357633,70000.0,6,2018-08-16,VIP,Bad
1326,4741,Hannah,18.0,Female,user724@gmail.com,+234806432548,70000.0,8,2018-08-19,Silver,Excellent
1328,3403,Alice,35.0,Female,user2917@gmail.com,+234804127498,150000.0,6,2018-08-21,Platinum,Bad
1331,6343,Alice,25.0,Female,user278@gmail.com,+234808536351,70000.0,15,2018-08-24,Silver,Good
1332,2136,Eve,25.0,Male,user2490@gmail.com,+234806787001,30000.0,15,2018-08-25,Silver,Excellent
1333,3064,Charlie,50.0,Male,user3130@gmail.com,+234807907292,100000.0,11,2018-08-26,Bronze,Poor
1335,5543,Charlie,40.0,Male,user2140@gmail.com,+234809431246,100000.0,16,2018-08-28,Bronze,Bad
1336,2007,Grace,60.0,Male,user3521@gmail.com,+234806121581,50000.0,4,2018-08-29,VIP,Average
1338,6352,Bob,60.0,Male,user3459@gmail.com,+234803779028,70000.0,5,2018-08-31,Silver,Good
1340,1571,Frank,40.0,Female,user160@gmail.com,Invalid,50000.0,0,2018-09-02,Gold,Good
1342,6084,David,50.0,Female,user2356@gmail.com,+234801087849,50000.0,3,2018-09-04,Bronze,Good
1343,1277,Eve,30.0,Male,user3481@gmail.com,+234802685129,30000.0,2,2018-09-05,Silver,Good
1347,8491,Alice,30.0,Female,user2125@gmail.com,+234807184173,1000000.0,0,2018-09-09,Gold,Poor
1349,9073,David,18.0,Male,user3277@gmail.com,+234805036228,1000000.0,6,2018-09-11,Gold,Excellent
1362,6043,Hannah,40.0,Male,user1849@gmail.com,+234809040387,150000.0,8,2018-09-24,VIP,Poor
1363,3428,Hannah,35.0,Female,user4932@gmail.com,+234801598571,404993.47896967723,19,2018-09-25,Silver,Good
1375,8027,Frank,22.0,Male,user1976@gmail.com,+234808529365,70000.0,18,2018-10-07,Platinum,Good
1379,6658,Alice,30.0,Female,user1080@gmail.com,+234807310754,1000000.0,14,2018-10-11,Gold,Good
1390,4598,Hannah,40.0,Male,user3963@gmail.com,+234804902917,100000.0,0,2018-10-22,VIP,Bad
1396,7635,Alice,22.0,Female,user3011@gmail.com,+234807132423,1000000.0,10,2018-10-28,Platinum,Bad
1397,3255,Bob,40.0,Female,user4773@gmail.com,+234805869280,50000.0,11,2018-10-29,Gold,Excellent
1403,6776,David,50.0,Male,user2947@gmail.com,+234805498808,70000.0,13,2018-11-04,Gold,Good
1404,4676,Bob,25.0,Female,user3095@gmail.com,+234806467350,1000000.0,6,2018-11-05,Platinum,Good
1415,5473,Bob,35.0,Female,user4811@gmail.com,+234802913143,150000.0,14,2018-11-16,Bronze,Poor
1424,8099,Bob,22.0,Male,user249@gmail.com,Invalid,100000.0,8,2018-11-25,Gold,Poor
1435,2389,Charlie,22.0,Female,user2124@gmail.com,Invalid,50000.0,4,2018-12-06,VIP,Bad
1436,9357,Eve,25.0,Female,user3113@gmail.com,+234801705650,404993.47896967723,0,2018-12-07,Bronze,Poor
1440,3043,Bob,30.0,Male,user4471@gmail.com,+234807636787,100000.0,10,2018-12-11,Platinum,Good
1444,1213,Alice,35.0,Male,user2481@gmail.com,+234808717058,150000.0,14,2018-12-15,Gold,Bad
1445,4762,Hannah,22.0,Female,user2050@gmail.com,+234802677857,50000.0,9,2018-12-16,Bronze,Average
1447,4117,Hannah,60.0,Male,user3177@gmail.com,+234808557922,100000.0,15,2018-12-18,VIP,Excellent
1448,6791,Grace,25.0,Female,user479@gmail.com,Invalid,30000.0,14,2018-12-19,Silver,Good
1449,9783,Grace,22.0,Female,user1442@gmail.com,+234804040821,100000.0,16,2018-12-20,Bronze,Excellent
1452,7047,Eve,18.0,Female,user591@gmail.com,+234809449434,1000000.0,10,2018-12-23,Gold,Bad
1468,7090,Grace,30.0,Male,user1803@gmail.com,+234807634269,50000.0,17,2019-01-08,Platinum,Poor
1476,1552,David,35.0,Male,user3927@gmail.com,+234805100375,30000.0,19,2019-01-16,VIP,Average
1478,6383,Eve,30.0,Female,user691@gmail.com,+234803914347,70000.0,18,2019-01-18,Platinum,Bad
1485,1899,Bob,30.0,Female,user4191@gmail.com,+234808352441,50000.0,1,2019-01-25,Platinum,Poor
1491,5904,Eve,30.0,Female,user3930@gmail.com,+234804986788,30000.0,1,2019-01-31,VIP,Poor
1493,5109,Grace,30.0,Female,user2016@gmail.com,+234806522134,50000.0,5,2019-02-02,Gold,Excellent
1499,4427,Frank,30.0,Female,user2433@gmail.com,Invalid,1000000.0,15,2019-02-08,Gold,Good
1500,5780,Bob,22.0,Male,user4493@gmail.com,+234807947657,50000.0,12,2019-02-09,VIP,Average
1502,3356,Grace,30.0,Male,user4014@gmail.com,+234804571247,30000.0,2,2019-02-11,Silver,Good
1503,5790,Eve,25.0,Female,user1155@gmail.com,Invalid,404993.47896967723,0,2019-02-12,Gold,Good
1507,8057,Eve,30.0,Female,user4788@gmail.com,+234801715751,1000000.0,11,2019-02-16,Platinum,Excellent
1511,3920,Alice,40.0,Male,user3041@gmail.com,+234803815028,150000.0,6,2019-02-20,Silver,Poor
1515,1352,Frank,30.0,Male,user2546@gmail.com,+234802766124,30000.0,16,2019-02-24,Bronze,Bad
1516,8005,Grace,25.0,Female,user4770@gmail.com,+234807980256,50000.0,4,2019-02-25,Bronze,Excellent
1521,4453,Hannah,40.0,Male,user3292@gmail.com,Invalid,404993.47896967723,8,2019-03-02,Platinum,Poor
1524,7295,Eve,30.0,Female,user1126@gmail.com,+234809790231,150000.0,9,2019-03-05,Platinum,Good
1530,5732,Alice,30.0,Female,user346@gmail.com,+234807056860,50000.0,2,2019-03-11,Bronze,Excellent
1531,4714,Charlie,40.0,Male,user1645@gmail.com,+234807991734,30000.0,4,2019-03-12,Gold,Good
1540,1374,David,40.0,Male,user3718@gmail.com,+234802608605,70000.0,4,2019-03-21,Platinum,Poor
1543,2525,Alice,35.0,Female,user3369@gmail.com,+234805631257,70000.0,17,2019-03-24,Silver,Excellent
1546,5599,Frank,25.0,Male,user366@gmail.com,+234801458245,150000.0,7,2019-03-27,Platinum,Bad
1547,3278,Alice,60.0,Female,user871@gmail.com,+234805878712,100000.0,2,2019-03-28,Gold,Poor
1550,4814,Frank,40.0,Male,user3343@gmail.com,+234803476039,50000.0,10,2019-03-31,Gold,Good
1551,4216,Grace,40.0,Male,user4390@gmail.com,+234809511563,50000.0,13,2019-04-01,VIP,Poor
1555,6543,Hannah,22.0,Female,user4232@gmail.com,+234805091741,100000.0,1,2019-04-05,VIP,Poor
1562,1629,Grace,50.0,Female,user437@gmail.com,+234802311105,100000.0,5,2019-04-12,VIP,Excellent
1570,7656,Hannah,40.0,Male,user1999@gmail.com,+234805234482,30000.0,12,2019-04-20,Gold,Good
1573,7099,David,30.0,Male,user972@gmail.com,Invalid,404993.47896967723,11,2019-04-23,Gold,Bad
1575,4178,Hannah,50.0,Male,user1862@gmail.com,+234807710445,150000.0,0,2019-04-25,Platinum,Poor
1577,3734,Hannah,30.0,Male,user3016@gmail.com,+234805133703,70000.0,15,2019-04-27,Silver,Bad
1580,3203,Eve,30.0,Male,user275@gmail.com,+234803934304,1000000.0,16,2019-04-30,Silver,Excellent
1584,1619,Alice,22.0,Male,user1841@gmail.com,+234806932585,100000.0,13,2019-05-04,VIP,Average
1587,2939,David,30.0,Male,user1303@gmail.com,+234809395703,1000000.0,1,2019-05-07,Gold,Excellent
1589,1968,Grace,30.0,Male,user2475@gmail.com,+234802291396,404993.47896967723,13,2019-05-09,VIP,Bad
1590,1281,Frank,60.0,Male,user2999@gmail.com,+234807567690,1000000.0,4,2019-05-10,Platinum,Poor
1592,2058,David,30.0,Female,user1521@gmail.com,Invalid,50000.0,8,2019-05-12,VIP,Average
1595,7980,Alice,25.0,Male,user3236@gmail.com,+234807670966,30000.0,13,2019-05-15,Bronze,Bad
1604,8473,Frank,50.0,Female,user392@gmail.com,+234806776963,150000.0,1,2019-05-24,Bronze,Good
1605,6342,David,30.0,Male,user3230@gmail.com,+234804132550,50000.0,3,2019-05-25,Bronze,Poor
1608,7570,Grace,30.0,Male,user403@gmail.com,+234804665473,1000000.0,18,2019-05-28,Bronze,Good
1611,7294,Frank,50.0,Female,user4214@gmail.com,+234806260699,30000.0,12,2019-05-31,Platinum,Bad
1612,7527,Hannah,60.0,Male,user3702@gmail.com,+234802396448,404993.47896967723,19,2019-06-01,Silver,Bad
1613,6757,Charlie,18.0,Female,user3505@gmail.com,+234801927213,150000.0,9,2019-06-02,Platinum,Bad
1614,2969,Frank,25.0,Female,user1847@gmail.com,Invalid,404993.47896967723,15,2019-06-03,Platinum,Excellent
1621,5612,Alice,30.0,Female,user3733@gmail.com,+234805796736,70000.0,4,2019-06-10,Platinum,Good
1625,7257,Bob,40.0,Female,user4920@gmail.com,+234802919189,70000.0,14,2019-06-14,Platinum,Bad
1626,8705,Hannah,30.0,Male,user2161@gmail.com,+234803852216,1000000.0,6,2019-06-15,Platinum,Good
1636,5033,Charlie,30.0,Male,user304@gmail.com,+234809266246,70000.0,11,2019-06-25,Silver,Poor
1638,1703,Hannah,50.0,Male,user895@gmail.com,+234807254609,1000000.0,15,2019-06-27,VIP,Excellent
1639,9133,David,22.0,Female,user457@gmail.com,+234807045601,150000.0,10,2019-06-28,Silver,Average
1647,1488,David,18.0,Male,user3117@gmail.com,+234806388049,1000000.0,2,2019-07-06,Gold,Bad
1649,4173,Alice,22.0,Female,user129@gmail.com,+234805880913,30000.0,2,2019-07-08,Bronze,Bad
1652,4553,Bob,40.0,Male,user1604@gmail.com,+234808150068,404993.47896967723,14,2019-07-11,Platinum,Average
1667,6592,Alice,50.0,Female,user2255@gmail.com,+234802601138,70000.0,1,2019-07-26,Platinum,Excellent
1669,9927,Eve,22.0,Male,user3722@gmail.com,+234805942877,30000.0,18,2019-07-28,Bronze,Bad
1675,7471,Hannah,30.0,Male,user919@gmail.com,+234804408998,50000.0,17,2019-08-03,Gold,Poor
1695,7012,David,60.0,Male,user166@gmail.com,+234801075730,150000.0,3,2019-08-23,Bronze,Good
1696,1963,Hannah,25.0,Female,user2573@gmail.com,+234805615900,150000.0,14,2019-08-24,Bronze,Average
1705,3137,David,40.0,Male,user1185@gmail.com,+234803709190,100000.0,16,2019-09-02,Platinum,Poor
1706,5445,Charlie,18.0,Female,user4736@gmail.com,+234803183067,70000.0,15,2019-09-03,VIP,Poor
1712,3359,Bob,30.0,Male,user2258@gmail.com,+234805589216,50000.0,1,2019-09-09,Gold,Poor
1714,9636,Hannah,60.0,Male,user4342@gmail.com,+234807196539,150000.0,6,2019-09-11,Silver,Average
1715,7441,Frank,35.0,Female,user1969@gmail.com,+234804630564,150000.0,6,2019-09-12,Gold,Good
1717,9227,David,35.0,Male,user350@gmail.com,+234807777627,404993.47896967723,14,2019-09-14,Platinum,Average
1722,7284,Bob,35.0,Male,user1326@gmail.com,+234804955681,1000000.0,3,2019-09-19,Platinum,Excellent
1724,2300,Frank,18.0,Female,user3928@gmail.com,+234805434393,150000.0,9,2019-09-21,Platinum,Bad
1728,1009,Bob,30.0,Female,user23@gmail.com,Invalid,70000.0,15,2019-09-25,VIP,Bad
1729,6752,Charlie,40.0,Female,user3480@gmail.com,+234809722644,1000000.0,19,2019-09-26,Gold,Good
1735,6699,Eve,30.0,Male,user2103@gmail.com,+234802655129,30000.0,9,2019-10-02,Bronze,Poor
1736,7807,Grace,50.0,Female,user4015@gmail.com,+234801016188,100000.0,7,2019-10-03,VIP,Poor
1737,7674,David,18.0,Male,user695@gmail.com,+234808639834,50000.0,12,2019-10-04,Bronze,Bad
1744,4040,Grace,25.0,Female,user3691@gmail.com,+234806227064,1000000.0,13,2019-10-11,Silver,Bad
1752,8622,Frank,22.0,Female,user1411@gmail.com,+234807085364,50000.0,13,2019-10-19,VIP,Poor
1753,8327,Grace,60.0,Male,user4118@gmail.com,+234807105462,150000.0,0,2019-10-20,Bronze,Average
1754,9841,Alice,30.0,Female,user2830@gmail.com,+234805881935,150000.0,4,2019-10-21,Bronze,Bad
1758,8421,Charlie,40.0,Female,user1081@gmail.com,+234809732365,30000.0,13,2019-10-25,Bronze,Excellent
1760,1769,Grace,35.0,Male,user1571@gmail.com,+234803359646,100000.0,7,2019-10-27,Platinum,Good
1762,5358,Grace,50.0,Female,user3929@gmail.com,+234801445472,50000.0,2,2019-10-29,Silver,Poor
1766,6699,Grace,30.0,Female,user484@gmail.com,+234801450951,404993.47896967723,19,2019-11-02,Gold,Average
1767,2241,Alice,30.0,Male,user3545@gmail.com,+234802710428,30000.0,16,2019-11-03,Silver,Good
1770,6101,Alice,60.0,Female,user4869@gmail.com,+234804985287,404993.47896967723,1,2019-11-06,Bronze,Poor
1778,7704,Frank,30.0,Male,user4207@gmail.com,+234806871273,50000.0,17,2019-11-14,Silver,Average
1780,6051,Alice,22.0,Male,user2169@gmail.com,+234808667288,150000.0,10,2019-11-16,Platinum,Bad
1782,4610,Alice,25.0,Male,user1509@gmail.com,+234802069373,150000.0,4,2019-11-18,Gold,Excellent
1783,5255,Eve,30.0,Female,user4270@gmail.com,+234807257877,150000.0,9,2019-11-19,Gold,Good
1784,8397,Eve,18.0,Male,user1476@gmail.com,+234803563155,30000.0,18,2019-11-20,Platinum,Average
1785,2735,Hannah,22.0,Male,user4610@gmail.com,+234806877312,404993.47896967723,7,2019-11-21,Bronze,Poor
1787,8979,Grace,35.0,Male,user2945@gmail.com,+234803115524,150000.0,7,2019-11-23,Silver,Average
1788,3428,Hannah,40.0,Female,user3380@gmail.com,+234802773812,30000.0,3,2019-11-24,Platinum,Poor
1795,5211,Charlie,30.0,Female,user3029@gmail.com,+234805379100,404993.47896967723,12,2019-12-01,Bronze,Excellent
1798,1207,Frank,50.0,Female,user2077@gmail.com,+234809579621,1000000.0,18,2019-12-04,Gold,Average
1802,1632,Charlie,25.0,Male,user2382@gmail.com,+234803718636,50000.0,13,2019-12-08,Bronze,Good
1806,2679,Alice,30.0,Male,user2329@gmail.com,+234806609971,404993.47896967723,2,2019-12-12,Gold,Bad
1807,1236,Charlie,30.0,Female,user2642@gmail.com,+234809338133,150000.0,0,2019-12-13,Platinum,Excellent
1809,5443,David,18.0,Female,user2355@gmail.com,+234809066585,150000.0,16,2019-12-15,Bronze,Good
1819,5895,Frank,30.0,Female,user894@gmail.com,+234804840803,100000.0,10,2019-12-25,Silver,Average
1822,3785,Eve,40.0,Male,user854@gmail.com,Invalid,100000.0,5,2019-12-28,Bronze,Bad
1824,5576,Frank,35.0,Female,user4368@gmail.com,+234807837672,70000.0,18,2019-12-30,Gold,Average
1825,6782,Frank,18.0,Male,user2288@gmail.com,+234809021266,150000.0,13,2019-12-31,Silver,Good
1826,7257,Bob,30.0,Female,user2178@gmail.com,+234805386872,150000.0,4,2020-01-01,VIP,Bad
1836,5406,Charlie,40.0,Male,user1019@gmail.com,+234807180082,404993.47896967723,4,2020-01-11,Gold,Good
1838,2442,Hannah,30.0,Male,user3566@gmail.com,Invalid,404993.47896967723,11,2020-01-13,Bronze,Good
1839,9597,Alice,22.0,Female,user4055@gmail.com,Invalid,30000.0,9,2020-01-14,Platinum,Excellent
1843,5107,Charlie,30.0,Female,user3663@gmail.com,+234806450981,70000.0,7,2020-01-18,Silver,Good
1846,6548,Hannah,30.0,Male,user2056@gmail.com,+234808640217,30000.0,17,2020-01-21,VIP,Poor
1851,8693,Hannah,30.0,Male,user4190@gmail.com,+234804106136,50000.0,2,2020-01-26,Gold,Poor
1853,8842,Eve,60.0,Female,user3818@gmail.com,+234801732589,50000.0,9,2020-01-28,Bronze,Poor
1855,8002,Alice,35.0,Female,user1767@gmail.com,+234805268867,30000.0,13,2020-01-30,Silver,Excellent
1857,3978,David,25.0,Male,user4195@gmail.com,+234806899908,30000.0,17,2020-02-01,VIP,Poor
1862,9984,David,25.0,Female,user1632@gmail.com,+234808442589,1000000.0,12,2020-02-06,Bronze,Excellent
1863,5259,Frank,30.0,Male,user4673@gmail.com,Invalid,70000.0,10,2020-02-07,Gold,Bad
1868,3530,Alice,30.0,Male,user4700@gmail.com,+234805410859,1000000.0,4,2020-02-12,Platinum,Bad
1869,2960,David,30.0,Male,user4966@gmail.com,+234808477305,404993.47896967723,19,2020-02-13,Gold,Average
1871,2048,Charlie,22.0,Male,user4389@gmail.com,+234803146630,70000.0,7,2020-02-15,Bronze,Average
1879,8179,Hannah,22.0,Male,user85@gmail.com,+234805847131,50000.0,5,2020-02-23,Platinum,Poor
1880,8967,Eve,60.0,Female,user1163@gmail.com,+234808404369,100000.0,11,2020-02-24,Platinum,Average
1882,1845,Grace,50.0,Female,user2692@gmail.com,+234807972661,1000000.0,14,2020-02-26,Bronze,Poor
1886,3494,Alice,30.0,Male,user799@gmail.com,+234809173798,70000.0,19,2020-03-01,Gold,Good
1891,7610,Eve,30.0,Female,user2090@gmail.com,+234807896217,50000.0,13,2020-03-06,VIP,Bad
1892,7430,Grace,18.0,Male,user768@gmail.com,+234808235698,70000.0,2,2020-03-07,Silver,Bad
1896,7525,David,18.0,Male,user245@gmail.com,+234802528735,50000.0,16,2020-03-11,Silver,Poor
1897,4850,Bob,30.0,Male,user1254@gmail.com,+234805058812,404993.47896967723,10,2020-03-12,VIP,Excellent
1898,1689,Bob,22.0,Female,user870@gmail.com,+234804428017,404993.47896967723,0,2020-03-13,Silver,Poor
1912,2403,Bob,30.0,Male,user2019@gmail.com,+234802592890,150000.0,18,2020-03-27,VIP,Good
1913,4292,Hannah,25.0,Male,user2141@gmail.com,+234806379577,100000.0,7,2020-03-28,Bronze,Bad
1920,1767,David,35.0,Male,user2287@gmail.com,+234801568840,150000.0,0,2020-04-04,Gold,Bad
1924,4716,Charlie,30.0,Female,user3612@gmail.com,+234803026603,150000.0,7,2020-04-08,Silver,Excellent
1928,3293,Eve,60.0,Female,user445@gmail.com,+234807823040,70000.0,6,2020-04-12,Silver,Good
1930,8758,Bob,40.0,Female,user2607@gmail.com,+234801868013,100000.0,1,2020-04-14,VIP,Good
1938,8380,Grace,30.0,Female,user4065@gmail.com,+234802697546,70000.0,15,2020-04-22,Silver,Bad
1940,5268,Bob,35.0,Female,user336@gmail.com,+234803930194,404993.47896967723,17,2020-04-24,Silver,Excellent
1941,1671,Charlie,22.0,Female,user3414@gmail.com,Invalid,150000.0,0,2020-04-25,Platinum,Poor
1943,9656,Charlie,30.0,Male,user2901@gmail.com,+234804596668,70000.0,8,2020-04-27,VIP,Excellent
1945,5795,Alice,30.0,Male,user4869@gmail.com,+234805111395,150000.0,6,2020-04-29,Gold,Excellent
1948,3355,Hannah,50.0,Male,user3322@gmail.com,+234809912369,30000.0,14,2020-05-02,Platinum,Average
1949,6887,Alice,40.0,Female,user547@gmail.com,+234802777461,404993.47896967723,16,2020-05-03,Gold,Average
1950,8961,David,18.0,Female,user2376@gmail.com,+234805559976,404993.47896967723,16,2020-05-04,Platinum,Poor
